author,author_details,content,created_at,id,updated_at,url
Andres Gomez,"{'name': 'Andres Gomez', 'username': 'tanty', 'avatar_path': None, 'rating': 8.0}",Really good movie from visionary and fun Charlie Chaplin in which industry literally swallows the human being.,2013-11-05T10:23:19.526Z,5278c71719c29560ef0fa577,2021-06-23T15:57:22.807Z,https://www.themoviedb.org/review/5278c71719c29560ef0fa577
CinemaSerf,"{'name': 'CinemaSerf', 'username': 'Geronimo1967', 'avatar_path': '/1kks3YnVkpyQxzw36CObFPvhL5f.jpg', 'rating': 7.0}","I wonder how many people watch this nowadays and sympathise immediately with Chaplin's unskilled worker trying to keep up with the relentless march of technology? It starts with him being an unwilling guinea pig for a gadget that appears as useful for cleaning teeth as it is for feeding him - a cunning invention which allegedly saves time, money and increases productivity... Needless to say, it's a crock of the proverbial - but that's just the start with these wacky, frequently absurd, ideas that sees our hapless hero expend considerable energy and quick-wittedness trying to stay one step ahead of these ""advances"" - oh, and of just about everyone else he encounters as he struggles, comedically, along! Meantime, a starving, homeless, orphaned woman - Paulette Goddard - is caught pinching a loaf by a rather snooty passer-by, she bumps into Chaplin on the street whist effecting her getaway, and the pair are soon in cahoots together for more engaging escapades. Chaplin is outstanding in this film - his agility, timing and visionary direction - not just of the film, but of the portents for society at large - resonates just as soundly today as when audiences started watching it 85 years ago. It swipes at modernity, but not just for the sake of it , it's not luddite in outlook - just evaluative of what/who gets left behind - and that isn't just the blue collar workers either... The scenes on the ice skates in the department store are a delight to watch; charm, humour and agility all rolled into one - and I love his style consuming the rum! Definitely one for a big screen, there is so much going on...",2022-06-19T15:47:45.486Z,62af452190ea4b0064974fc2,2022-06-19T15:47:45.486Z,https://www.themoviedb.org/review/62af452190ea4b0064974fc2
Marr 🇳🇱,"{'name': 'Marr 🇳🇱', 'username': 'alltimemarr', 'avatar_path': '/yJoijeMbIFZshrKKCuHLSqQP2g3.jpg', 'rating': 9.0}","Just seen this on All Hallows' Eve. It's a bit old, but gold! I definitely have to rewatch this, because you just got to pay attention to 'know' what is happening and follow the story. I think you'd better understand/follow the story and that it will make more sense when you watch it a second time.

The whole movie experience was pretty much like every time you think you got it all figured out, you learn something new and turn out to be all wrong. I loved all those twists and turns and the is-it-real-or-not feeling like, is it really REALLY happening? Is it really acting for her job as a actress, or is it all just a trick of the mind...",2015-11-01T16:14:26.945Z,56363a62925141284c01ac01,2021-06-23T15:57:38.259Z,https://www.themoviedb.org/review/56363a62925141284c01ac01
The Movie Diorama,"{'name': 'The Movie Diorama', 'username': 'themoviediorama', 'avatar_path': '/qSZuzbs51L4dOd0dP9fnSN2TWsM.jpg', 'rating': 10.0}","Perfect Blue perfectly blends psychologically disturbed fantasy with grounded reality. Mima Kirigoe. A pop-idol. An actress. An X-rated model. Public image and its personifying echoes circulate around the world, adhering to the desires of endearing fans alike. But when their inspirational idol haphazardly shifts career, from pop sensation to dramatic actress, the psychosis of the modern consumer society ultimately changes with her. Saddened, angered and crazed. Mima’s abrupt persona altering career move may have developed maddened stalkers, including her fantastically imagined past self haunting the newly suppressed version.

The late Satoshi Kon was known for seamlessly blending fantasy with reality. Depicting an opaque blurred line between delusions and actualities. None more so, than in his exaggerated psychologically disturbed work in Perfect Blue. For many the art form of Japanese animation, commonly titled as “anime”, is cited as “childish”. “Anime is for losers” tweeted kickboxer Andrew Tate. Well, if like Mr. Tate you believe anime to be childish, I implore you to watch Perfect Blue. Without illustrating the voyeuristic nature of Murai’s narrative, it is the most accessibly invigorating piece of psychological stimulation, that is strictly aimed towards adults, to ever be constructed from this art form.

The complete metamorphosis of a character that questions her own perceived identity through inquisitional explicit acts of graphic nature. Exploring the psychosis of shared delusional disorder and the acute harassment of an obsessive stalker. Kon establishes a murder mystery whilst inciting the emasculation of a vulnerable female’s world. Male controllers, likened to manipulative deities of authoritative powers, are gradually weakened by a mysterious individual. Culminating into a twistingly fragmented climax that grants Mima the independence that she was repressed from.

Kon’s intelligence in foreshadowing, the drama series ‘Double Bind’ essentially replicating Mima’s regressive state of mind, allows the audience to question several aspects. He smartly manages to maintain the central mystery without deterring from Mima’s mental instability. He doesn’t stop there though. Kon refuses to relinquish thematic presence in every frame. Exploring the fragility of a rape victim and the traumatisation of such an explicitly heightened ordeal. The dangers of online anonymity and the tarnishing of existing careers. Challenging the extremities of art in all its mediums. The realism of Perfect Blue is what forces its story to be so utterly terrifying. It’s not just a psychological thriller. It’s horror.

Kon’s signature animation style is gloriously vibrant as always, with attentive detail towards realistic environments. The grotesque facial features of “Me-Mania”, only possible in this art form, heighten the natural malformed detest we have for him. Ikumi’s audacious score enables the heart to palpitate more frequently with its sharp tones and ethereal voices. And, as rare as this is, the English dub is surprisingly decent.

The reality is that Perfect Blue transcends the medium that it is presented in. It stimulates through Kon’s trademark visceral style, allowing the dangers of early Internet culture to produce a thrilling psychologically adept feature that blurs fantasy with reality. I mean, for a film to make me stand up, clap my hands and utter the words “perfection”, it has to be something special right?. Well, Perfect Blue is special, because it is perfect. And yes, with that said it does indeed garner the perfect rating. Quite possibly the best anime feature to ever be released.",2020-01-16T13:55:49.912Z,5e206b65e004a60018995eb5,2021-06-23T15:58:32.281Z,https://www.themoviedb.org/review/5e206b65e004a60018995eb5
GenerationofSwine,"{'name': '', 'username': 'GenerationofSwine', 'avatar_path': '/xYhvrFNntgAowjRsf6mRg9JgITr.jpg', 'rating': 10.0}","I caught this in High School and it instantly took me as an eerie Alfred Hitchcock show that did an outstanding job of feeding on pure paranoia.

It was unsettling, it was scary, and at the time it seemed as realistic as it could be for an anime movie.

As I rode through it, I started doubting what was real and what wasn't and that is a hallmark of a great movie, that ability to keep the viewer on their toes.",2023-01-12T04:01:17.315Z,63bf860d05a53300aecedbd4,2023-01-12T04:01:17.413Z,https://www.themoviedb.org/review/63bf860d05a53300aecedbd4
CinemaSerf,"{'name': 'CinemaSerf', 'username': 'Geronimo1967', 'avatar_path': '/1kks3YnVkpyQxzw36CObFPvhL5f.jpg', 'rating': 7.0}","The young ""Mima"" has a successful, if limited, career singing with a girl band, but she is restless. Her manager insists he can get her an acting job on a popular soap - and that's the way to fame and fortune. Like so many other impressionable young folks, she tries to follow her dream - but is really only following his, and is soon being photographed (intimately), denigrated and her grasp on reality is soon compromised. When things start to take an altogether more sinister turn, though, we start to wonder just who is responsible for a series of murders amongst those known to hold disparaging views on the young woman. Might she be developing some form of lethal schizophrenia or is she (and are they) really the victims of an over-zealous fan. At times this is actually quite harrowing. The plundering of her innocence by those both venal and neglectful of this young woman is writ large and is really quite depressing to watch. The story itself deals frankly with the unsavoury nature of not just exploitation, but of the pressures the constant search for success can put on a developing mind. This packs quite a lot to think about in in eighty minutes, and 25 years on is still a potent watch.",2023-02-09T17:45:37.324Z,63e531410e597b00cd7bd5a9,2023-02-09T17:45:37.440Z,https://www.themoviedb.org/review/63e531410e597b00cd7bd5a9
Ian Beale,"{'name': 'Ian Beale', 'username': 'IanBeale', 'avatar_path': None, 'rating': 5.0}","**Ponderous, meandering epic with a few bright spots.**

This film is about a soldiers quest to find a renegade and insane Colonel (a bald Brando in an extended cameo)  who has hidden himself away in the depths of the jungle and is causing all manner of commotion.  Quite what it was - I can't remember, but it _was_ important enough to go down stream in search of him.

Sheen's character decides to head down river with his fellow soldiers and seek out the bald lunatic before its too late. Robert Duvall is hilarious as a war immune soldier - especially when a shell explodes near him and he merely gives it a disinterested glance. Amusing!

On the whole, though, this is a ponderous trip - the film seems to meander aimlessly with little to keep this viewer interested.


- Ian Beale",2017-02-14T20:24:32.034Z,58a36780c3a3683eff000767,2021-06-23T15:57:54.075Z,https://www.themoviedb.org/review/58a36780c3a3683eff000767
Rocketeer Raccoon,"{'name': 'Rocketeer Raccoon', 'username': 'Rocketeer Raccoon', 'avatar_path': '/j7RQHzT5cvyFswhPC33IO9ilh18.jpg', 'rating': 1.0}","I think a lot of people who think this film is a classic are deranged, the only memorable scene in the film is when they drop exploding napalm and the guy in the hat says ""I love the smell of napalm in the morning"", the rest of the film is a completely boring bombshell and it's like the film was high on drugs as there's this one part where people are butchering a cow in the most grotesque way possible... poor cow, now I'm offended by this film.

This film is just weird, the characters are not memorable at all not even Marlon Brando's character, the story is non-existent and the ending just sucks. Overall this film is absolutely terrible and I don't care what others think, I did not enjoy this film at all.",2017-06-20T21:10:39.103Z,59498f4fc3a36811150467ee,2021-06-23T15:57:58.599Z,https://www.themoviedb.org/review/59498f4fc3a36811150467ee
Wuchak,"{'name': '', 'username': 'Wuchak', 'avatar_path': '/4KVM1VkqmXLOuwj1jjaSdxbvBDk.jpg', 'rating': 10.0}","***One of the greatest films ever made***

The original ""Apocalypse Now"" is an awe-inspiring masterpiece and is my all-time favorite film. Memorable scenes abound, starting with the mind-blowing opening with Willard (Martin Sheen) having a mental breakdown in his sweltering Saigon hotel room to the tune of The Doors' ""The End.""

Speaking of Sheen, people overlook the fact that he expertly carries the film. His haunting commentary is one of the most effective narrations in cinematic history and hooks the viewer into the nightmare-adventure.

I could go on and on about the noteworthy scenes, but I'll resist, except to comment on Col. Kurtz: Was he really insane or actually a bold genius? General Corman informs Willard: ""He's out there operating without any decent restraint, totally beyond the pale of any acceptable human conduct. And he is still in the field commanding troops."" And, yet, Kurtz was accomplishing what the US military couldn't or wouldn't do because of political complications and niceties. I bring this up because, as I've aged, I've come to see that I'M Kurtz in some ways -- operating ""out there"" beyond the parameters and restrictions typically linked to my work.

The script was written by John Milius with alterations by Coppola as he shot the film whilst the narration was written by Michael Herr. The meaning of the story is obvious: The trip up the river led by Capt. Willard exposes him to two extreme viewpoints of war represented by the two colonels he encounters on his long journey, both of whose names start with 'K,' which is no accident:

Lt. COL. KILGORE (Duvall) is a romantic who embraces war as a lifestyle and even feeds off it, i.e. glorifies it. The fact that he's a romantic can be observed in the air-raid on the village where he literally plays Wagner as a prologue. He feeds off the war to the extent that he ""loves the smell of napalm in the morning."" War is just another day to him so why not go surfing? Since he lives off of the war there's no way it can kill him or even give him a scratch. Kilgore naturally has the support of the top brass because he's part of the system and plays the game of war. 

COL. KURTZ (Brando), by contrast, sees through this hypocrisy. He realizes that being in a state of war is humanity gone mad. It's living horror and therefore must be ended through the quickest means possible at whatever cost. He refuses to play the game of war as he expertly takes out double agents, etc. Of course the brass can't have this so they put out a hit on Kurtz via Willard. The existential Kurtz becomes increasingly disillusioned -- even crazy -- after jumping ship from the system and now has no sanctuary. Death is the only way out. His consolation is that Willard will tell his son the truth. 

The ""Redux"" version was put together by Coppola and released in 2001 with the addition of 49 minutes of material that he originally cut, not to mention placing Clean's surfing scene later in the story.

Coppola made the right decisions with his original 1979 edit of the film (2 hours, 33 minutes) since the extra footage of ""Redux"" tends to drag the film down with 1 or 2 scenes being dubiously scripted, e.g. the theft of Kilgore's surf board. Not every idea that is birthed during the creative process is worthy of the final product and ""Redux"" illustrates this. Thus the new footage of ""Redux"" should've arguably been relegated to the ""deleted scenes"" section.

That said, I've warmed up to ""Redux"" and feel it's a worthy version of the film, but only _if_ you've watched the Theatrical Cut and **want more**. ""Redux"" successfully fleshes out the characters and gives them more dimension, especially Willard and Kurtz. Plus the sequence involving Kurtz reading a couple of TIME magazine articles illustrates beyond any shadow of doubt that he _wasn't_ insane and that the brass simply slandered him as crazy in order to justify the assassination of a decorated American officer.

Coppola's preferred cut of the film is the ""Final Cut,"" released in 2019, which runs a half hour longer than the Theatrical Cut. In other words, it trims the fat off of ""Redux."" There's also a ""First Assembly"" version, a bootleg, that runs 4 hours, 49 minutes.

The film was shot in the Philippines. 

GRADE: A+",2018-10-27T17:29:03.436Z,5bd4a05fc3a3682112018e31,2023-01-26T19:42:19.036Z,https://www.themoviedb.org/review/5bd4a05fc3a3682112018e31
John Chard,"{'name': '', 'username': 'John Chard', 'avatar_path': '/utEXl2EDiXBK6f41wCLsvprvMg4.jpg', 'rating': 10.0}","It wasn't just insanity and murder, there was enough of that to go around for everyone.

Apocalypse Now is directed by Francis Ford Coppola who also co-adapts the screenplay with John Milius from Heart of Darkness written by Joseph Conrad. It stars Martin Sheen, Marlon Brando, Robert Duvall, Laurence Fishburne, Dennis Hopper, Harrison Ford, Frederic Forrest, Sam Bottoms and Albert Hall. Cinematography is by Vittorio Storaro and the music is primarily arranged by Carmine Coppola.

The Vietnam War and Captain Benjamin L. Willard (Sheen) is approached by American intelligence to go on a secret assignment: he's to follow the Nung River into the remote Cambodian jungle to find and assassinate Colonel Walter E. Kurtz (Marlon Brando), a member of the US Army Special Forces who has gone insane.

One of the most talked and written about films of all time, Apocalypse Now remains to this day a harrowing and haunting experience to first time viewers. With a production shoot that has in itself become legendary, Coppola's flawed masterpiece has been dissected and argued over to within an inch of its magnificent life. People will continue to write about it for ever more it seems, perhaps there might even be the odd new confrontational spin on what resides within? But ultimately it's what the individual takes away from the film that matters, our own interpretations key to the enjoyment of such a disturbing vision of war and violence.

Many of the set-pieces, dialogue and characters have long since passed into folklore, and rightly so. The Ride of the Valkyries helicopter assault, Kurtz's surreal death camp, the boat people massacre, purple haze, the playmates, Kilgore, and of course the horror, the horror..indeed. The performances match the quality of Storaro's sumptuous Philippines photography, Sheen is fiercely committed and Duvall and Hopper in turn are powerhouse and edgy. While Brando, doing his own bizzaro thing in the last third, brings a little chaos unintentionally in keeping with the madness at the heart of this particular darkness.

Personally that last draggy third does stop it from being a complete genius type whole, but everything up to it is so damn good it's arguably churlish to expect perfection? But as near perfection movies go, Apocalypse Now proudly sits with the best of them, sitting there with a harrowed look upon its face. 9/10",2019-04-14T23:31:10.294Z,5cb3c2be0e0a2626e9c943dd,2021-06-23T15:58:20.346Z,https://www.themoviedb.org/review/5cb3c2be0e0a2626e9c943dd
CinemaSerf,"{'name': 'CinemaSerf', 'username': 'Geronimo1967', 'avatar_path': '/1kks3YnVkpyQxzw36CObFPvhL5f.jpg', 'rating': 7.0}","This is, I think, the definitive Vietnam war movie. Martin Sheen is ""Capt. Willard"", a war weary veteran who is sent on a top secret mission to track down and stop the rogue Colonel 'Kurtz"" (Marlon Brando) who is operating independently from Cambodia. With only a small crew of rookie squaddies, he sets off along the treacherous Nung River where, along the way, they alight on ""Kilgore"" (Robert Duvall) and face all sorts of dangers against both man and nature as they seek their quarry. The sheer intensity of the journey, and of the challenges it throws up cause ""Willard"" to re-evaluate his whole perspective, and not just on the war, as the horrors of this conflict manifest before him. It's a stunningly strong depiction of war; the humanity and vulnerability of the characters - even those who are outwardly strong - and the casting is inspired. It's bloody and gory at times, but never gratuitously and the closely shorn Brando is in a class of his own as the megalomaniac ""Kurtz"". Though fictional in fact, it doesn't pull it's punches and leaves us all with a bitter taste in our mouth and some seriously thought-provoking questions.",2023-06-05T19:29:21.631Z,647e379117497300c1339054,2023-06-05T19:29:21.743Z,https://www.themoviedb.org/review/647e379117497300c1339054
Andres Gomez,"{'name': 'Andres Gomez', 'username': 'tanty', 'avatar_path': None, 'rating': 9.0}",Funny and moving for a difficult topic to talk about. François Cluzet and Omar Sy perform amazingly well although the rest of the cast is also very good.,2013-04-11T21:29:32.517Z,51672b3c19c2954d6a30ac5a,2021-06-23T15:57:21.096Z,https://www.themoviedb.org/review/51672b3c19c2954d6a30ac5a
John Chard,"{'name': '', 'username': 'John Chard', 'avatar_path': '/utEXl2EDiXBK6f41wCLsvprvMg4.jpg', 'rating': 10.0}","Madness and Patsies Crash Together In Kubrick's Explosive Thunderbolt.

Stanley Kubrick's Paths of Glory is holding up rather well these days, in fact it's as pertinent and relevant as ever.

It's 1916 and the French and German armies are in opposing mud trenches, when the French are ordered to undertake a suicidal assault on a German held hill, many of the soldiers are quick to realise it's an impossible order to see through to its conclusion and retreat, something which brings charges of cowardice from the military hierarchy. Someone must take the fall... 

Withdrawn from circulation in France at one time, unreleased in Spain as well, Paths of Glory is a shattering indictment on military hierarchy. On those General types who watch from afar through telescopic sights as men and boys are led like lambs to the slaughter, then off they go to their dinning rooms to gorge on wine and wholesome meat, the stench of rotting flesh as bad on their breaths as it is out there in no man's land. But it's OK for the war effort, while there might even be a promotion for some lucky soul in nice trousers...

A two-parter, the film was adapted from the novel written by Humphrey Cobb. The first half follows the craziness of the attack, the horrors of war brutally realised as Kubrick and cinematographer Georg Krause bring out the worry and simmering anger that jostle for the soldier's souls. The camera is cold and calculating, thus perfect for the material to hand, it leads the viewers - with skillful fluidity - through the bleakness of the trenches and the desolation of no man's land, the former a foreboding place, the latter an atrocity exhibition as bodies get flayed and shattered, while others retreat with limbs or sanity barely intact.

Second part shifts to a legally based procedural as the Generals conspire to make an example of those who retreated. Cowardice and a dereliction of duty apparently means the firing squad must save the integrity of the army. Patsies are lined up, but their Colonel (a superb Kirk Douglas) wants to defend them, there's much sweat, tears and anger, accusations hurled, and mistakes once again proving insurmountable. Which leads to the astonishing finale, heartbreaking whilst inducing fury, and crowned by an elegiac song that brings tears for characters and viewers alike.

A monochrome masterpiece full of technical skills, towering performances and writing to die for, Paths of Glory, candidate for one of the greatest anti-military films ever crafted. 10/10",2015-05-03T10:17:26.451Z,5545f5b6c3a36856e5003669,2021-06-23T15:57:34.434Z,https://www.themoviedb.org/review/5545f5b6c3a36856e5003669
John Chard,"{'name': '', 'username': 'John Chard', 'avatar_path': '/utEXl2EDiXBK6f41wCLsvprvMg4.jpg', 'rating': 9.0}","Ah, epistolary love, delightful. 

This is the story of Matuschek and Company - - of Mr. Matuschek and the people who work for him. It is just around the corner from Andrassy Street - - on Balta Street, in Budapest, Hungary.

Klara Novak seeks work at Hugo Matuschek's Budapest store, after initially being turned down by head clerk Alfred Kralik, she gains employment after impressing the originally gruff Matuschek himself. This annoys Alfred and both he and Klara take an instant dislike to each other, completely unaware that they are I fact both each others lonely hearts pen pal.

Boy oh boy was this production in safe hands. Produced and directed by the fabulous Ernst Lubitsch (""To Be Or Not To Be"" & ""Heaven Can Wait"") and starring James Stewart (take your pick of many classics), Margaret Sullavan (""The Good Fairy"" & ""So Red the Rose"") and Frank Morgan (""The Wizard Of Oz""). Adapted by Samson Raphaelson from Miklós László's play (""Parfumerie""), The Shop Around The Corner ranks up with the best of the romantic comedies from the classic era. Blending charm with community spirit, and dark moments with beams of light, it's a concocted remedy for the blues at a time when war was at the forefront of everyones minds.

Unashamedly sweet as it is, it's important to note the intricacies of the plot, with people being desperate for work, even forming rivalries within the confines of the shop, they even manage to flesh out an infidelity arc to really keep the viewer on their respective toes. All the efforts here are first class, Stewart gives the kind of performance that is often overlooked, no middle America ""Aww Shucks"" on show here, it's precise and with feeling, this is a truly great Stewart performance. 

Sullavan is sadly something of a forgotten actress, and her films are so hard to find as well, it's a shame because she's right on the money and matches Stewart pound for pound in both humorous and emotive acting. Director Lubitsch once said that for human comedy he was never as on form as he was with The Shop Around The Corner, so who wishes to argue with that? Because the evidence suggests he was right, and I can only add that it is not merely just a romantic comedy, it's an experience all around the table - and then some. 9/10",2019-12-28T20:35:07.464Z,5e07bc7b4c1d9a0019e2888e,2021-06-23T15:58:30.870Z,https://www.themoviedb.org/review/5e07bc7b4c1d9a0019e2888e
CinemaSerf,"{'name': 'CinemaSerf', 'username': 'Geronimo1967', 'avatar_path': '/1kks3YnVkpyQxzw36CObFPvhL5f.jpg', 'rating': 8.0}","Frank Morgan is super in this delightful comedy drama. His general goods store finds itself with a new employee in ""Klara"" (Margaret Sullavan) who has loads of new techniques and a style that manages to irk long time supervisor ""Kralik"" (James Stewart). What we know from early on is that both are engaged, enthusiastically, in a pen-pal relationship unaware of the true identities of each other - and their antics as the first meeting looms ever closer make for highly entertaining stuff to watch. Things take a bit of a downturn when, suddenly, ""Kralik"" falls a little foul of his normally jovial, somewhat dithery, boss - and though the audience can readily guess why, it takes a while for the old gent to realise the error of his ways. There is something immeasurably genial about the whole thing. The scenes in the stockroom where they are moving what are clearly empty boxes, the character actors in support - especially Joseph Schildkraut (""Vadaz"") and the ever reliable Felix Bressart (""Pirovitch"") frequently raise a smile but it's always Morgan who steals the scenes as the amiable employer who gets the wrong end of the stick. Certainly a classic film from Ernst Lubitsch, well worth searching out on a big screen if you can.",2022-06-23T18:45:11.855Z,62b4b4b74f9a990091cb9c4c,2022-06-23T18:45:11.855Z,https://www.themoviedb.org/review/62b4b4b74f9a990091cb9c4c
Eky,"{'name': '', 'username': 'Eky', 'avatar_path': None, 'rating': None}","I’m sure that all of you can always spot a film with good acting, superb plot and great cinematography easily but when it comes to a thriller that possesses all those above quality, it would be such a rarity. OldBoy here, second installment from The Vengeance Trilogy directed by  Park Chan-wook (Sympathy for Mr. Vengeance, OldBoy, Sympathy for Lady Vengeance) really have them all, good story, powerful acting and the most horrifying and clever end twist if not genius. In fact no matter how many times you see this, the twist would still be awesome. The theme of revenge here is taken to the next level, to its supremacy for it’s really carefully-planned. OldBoy has a mind-bending assortment of drama, thriller, romance and beautifully spiced up with sadistic plot, shocking elements, ultra violence and clever psychological twist. Imagine yourself captured, locked in a room for 15 years, not knowing why and who did it and when you finally escaped and thought it’s all over, you were wrong and here’s the punching line, the direct punch to your stomach. Min-sik Choi as Oh Dae su really acted well, he really got us carried away by dragging us into the mystery that surrounds his life, into the depression he’s been feeling and into the deep well of his curiosity. Once again, OldBoy is a way too remarkable, when “revenge” isn’t merely knife-chopping or gun-battling. Enough said.",2012-06-16T06:13:28.000Z,4fdc2408760ee31b8300077b,2021-06-23T15:57:15.388Z,https://www.themoviedb.org/review/4fdc2408760ee31b8300077b
manwhonose,"{'name': '', 'username': 'manwhonose', 'avatar_path': None, 'rating': 10.0}","This is definitely one of the films to see before you die. It's seat-squirmingly unsettling, shocking and very violent. 

It's a journey into a truly disturbed mind; a mind, which - like yours will be - is unable to cope with what it discovers.

This film is brilliantly twisted. It has a thread of the most wonderful, blackest humour running through it, a sense of complete disorientation and enough plot twists and turns to sustain your interest.

Not one of the best revenge thrillers I've seen - simply THE best!",2012-09-29T03:08:30.000Z,5066662e19c2955bad000697,2021-06-23T15:57:19.728Z,https://www.themoviedb.org/review/5066662e19c2955bad000697
Niemand,"{'name': '', 'username': 'Niemand', 'avatar_path': None, 'rating': None}","Just about everyone I’d spoken to about this film recommended it to me.

I watched this film with the original Korean-language soundtrack, with English subtitles.

Oh Dae-su (Chi Min-sik) is a bit of a flirt (whether he is a womaniser is not made clear) with a wife and young child, who has turned two years old on the day we start the film. Dae-su is in a prison waiting room having insulted a woman he was flirting with. A friend comes and eventually gets him out, but while he’s making a call to his wife to explain he will be home soon, he is kidnapped.

Incarcerated in a small room, with only a TV for company, he is fed and looked after, but not allowed his freedom. He unsuccessfully attempts suicide several times. He keeps himself fit by doing exercise programmes he sees on TV and he starts to dig his way out with chopsticks. He sees a TV report that shows he’s been framed for the murder of his wife. Fifteen years later, without a word of explanation, he is released.

The rest of the film follows his attempts to find out why he was imprisoned, who did it, and where his daughter is.

The film is frenetic, highly charged, and very emotional on several levels. It is also bloody in places, but Dae-su’s obsession for seeking revenge on whomsoever imprisoned him and on finding out where his daughter is drives this film along. There are psychological aspects to the film as well, and the film does eventually resolve itself – it is not one of those open-ended “I wonder who did it” type films. Follow the film through and you will get all the answers.

I would recommend it, but I wouldn’t call it light entertainment.",2023-08-06T16:14:01.069Z,64cfc6c985090f00c87d61cd,2023-08-21T15:17:06.228Z,https://www.themoviedb.org/review/64cfc6c985090f00c87d61cd
Nathan,"{'name': 'Nathan', 'username': 'TitanGusang', 'avatar_path': '/yHGV91jVzmqpFOtRSHF0avBZmPm.jpg', 'rating': 9.0}","Puss in Boots: The Last Wish had a lot to live up to as most of my critic and casual friends have been praising the film, and for the most part the film delivers.

From the opening frames, the unique art style fills the screen and is incredibly captivating. There is some excellent combination of 3D animation with 2D styles that I have not seen before. The combat frame rate shift was also a nice touch that worked better than I was expecting. Action was top notch with some incredible set pieces and superb choreography.

The Last Wish deals with some pretty heavy themes for an animated children's movie. Death is something that all humans will have to face which was handled in such a nuanced and mature way here. From panic attacks to haunting imagery, death looms large throughout the entire film and serves as a menacing villain. The journey our heroes take to confront this fear is very heartwarming and will resonant with most audience members.

With most DreamWorks pictures, the comedy is targeted at both children and adults. I did find myself laughing out loud at plenty of jokes, but just as many landed flat for me. This would be more of an issue, but this is an incredibly balanced film with great action and dramatic moments that leave little room for a few flat jokes to make a large impact on my experience.

I genuinely believe that this movie has restored the Shrek universe and can propel the future projects upward. Hype has officially been restored for Shrek 5!

Score: 86%
Verdict: Great",2023-02-01T18:18:26.854Z,63daacf2a9117f009da4d879,2023-02-01T18:18:26.960Z,https://www.themoviedb.org/review/63daacf2a9117f009da4d879
ravundwa,"{'name': '', 'username': 'ravundwa', 'avatar_path': None, 'rating': 10.0}","I did not expect the sequel to a decent spin-off Dreamworks film from over a decade ago to be one of the most poignant, introspective, genuinely hilarious, and heartwarming films of the year. But here we are.

After an overly cheesy, somewhat clunky opening sequence, The Last Wish very quickly begins developing its zany assortment of characters into distinct quirky personalities with sympathetic desires and clear goals. The film juggles several character arcs and it's almost miraculous how it successfully handled all of them with proper set up and satisfying, emotionally weighty payoffs.

The screenplay is wacky, witty, and also bursting with heart as it deals with weighty themes of trusting others and finding purpose in any circumstances. And it tackles these themes in ways that are always understandable to all ages but never insultingly oversimplified.

What I also didn't expect was that the action sequences would be so well-choreographed and beautifully animated, and that the movie would often be terrifying and violent at times.

I adored this film. I think it's Dreamworks' best film since Megamind and it's easily the best true family film of the year.",2023-02-05T13:43:05.151Z,63dfb269373ac2007f01c6c4,2023-02-09T16:44:09.594Z,https://www.themoviedb.org/review/63dfb269373ac2007f01c6c4
CinemaSerf,"{'name': 'CinemaSerf', 'username': 'Geronimo1967', 'avatar_path': '/1kks3YnVkpyQxzw36CObFPvhL5f.jpg', 'rating': 7.0}","I can't think for a minute that this would have worked at all, had it not for been for the entertainingly over-the-top voice talents of Antonio Banderas in the title roll. His cat is a sort of combination of Cyrano de Bergerac and Casanova - full of flair, dashing and adept with his flourishing blade. Until, that is, he has a run-in with a church bell that brings him face to face with his mortality. He has only one of his nine lives left, and death is poised to come claim him! Shattered, he seeks refuge in a home for cats where he encounters ""Perrito"" - a small, naive and lost little dog who is determined to befriend him. Meantime, the not so little ""Jack Horner"" and ""Goldilocks"" and her three bears are looking for a map that will guide them to a wishing star that, well, it does what it says on the tin. The bears decide to track down our eponymous hero to help them procure it, but he and his feline rival ""Kitty"" (and their new doggy pal) decide to join forces and must face a series of tortuous escapades in the race to succeed in their quest. It must be 45 years since I last read the ""Goldilocks"" story and try as I might, I just couldn't remember it as it gradually evolves as one of the threads of this enjoyably crafted montage of fable and charisma. It's pretty action packed with Banderas proving his singing hasn't really improved much since ""Evita"" (1996). It's a family movie for sure with messages of loyalty, affection, determination etc.; but there is still enough in the dialogue for those older folks in the auditorium to raise a smile and keep it interesting for 100 minutes. The animation is super and this character driven adventure is well worth seeing on a big screen if you can. Maybe not one for tiny kids - but for us bigger ones, this is fun.",2023-02-09T08:55:38.012Z,63e4b50990fca3008eb96a46,2023-02-09T08:55:38.106Z,https://www.themoviedb.org/review/63e4b50990fca3008eb96a46
